OBJECTID,IntersectionName,InstallDate,DetectionMethod,OwnedBy,MaintainedBy,LifeStatus,RetiredDate,RetiredReason,Settlement,Municipality,RMWID,ContractNumber,SHAPESTArea,SHAPESTLength
198,King St N @ Hwy 85/Martin Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1411,,32.78961318,32.2064154213696
199,Fountain St N @ Cherry Blossom Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET389,,16.65235708,20.5976734496404
200,Homer Watson Blvd @ Hanson Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET581,,21.701562555,23.9273372042868
201,King St N @ Hwy 85/Farmer's Market Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET732,,33.338609485,39.2845799292563
202,Fairway Rd N @ Pebblecreek Dr/Upper Mercer St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1547,,16.935587585,20.5634373284586
204,Hespeler Rd @ Bishop St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET485,,22.556744915,24.3562989703736
205,Fountain St N @ Toyota (South Entrance),,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1361,,23.04804577,26.065952461901
207,Water St N @ Park Hill Rd W/Park Hill Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1188,,2.57158845,7.97982175962234
208,Can-Amera Pky @ Bishop St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1506,,23.79366187,22.720064703321
209,Franklin Blvd @ Can-Amera Pky,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET404,,22.51414514,26.9805983236875
210,Ottawa St S @ Strasburg Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET954,,13.268826385,17.0662660322369
211,Wellington St N @ Hwy 85,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10048,,61.399910875,46.7235109788163
212,Franklin Blvd @ Can-Amera Pky,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET398,,20.29548319,25.8389938446971
213,Riverbend Dr @ Shirley Ave @ Wellington St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10050,,115.915194135,55.1538547987424
215,Ottawa St S @ Strasburg Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET952,,18.483815255,23.5918963047609
216,Hespeler Rd @ 580 Hespeler Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET527,,15.744735705,20.2606886061588
217,Highland Rd W @ Highland Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET554,,14.964042425,21.1236451856613
219,Weber St E/King St E @ Hwy 8W On/Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1499,,3.668102195,7.70017036213114
220,Benjamin Rd @ Farmer's Market Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1643,,33.63808747,30.2540172550003
221,Eagle St N @ Industrial Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET242,,24.40436663,24.625698213621
222,Margaret Ave @ Queen St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET850,,23.90630368,26.3027227618391
223,Sportsworld Dr @ Sportsworld Crossing,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1450,,29.27828433,31.1947106731217
224,Fountain St N @ Maple Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET2051,,4.16028829,8.20431365385613
225,Erb St W @ Fischer-Hallman Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1621,,15.1798965,19.7096245665108
226,King St E @ River Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET667,,15.367470075,19.2533915616581
227,Townline Rd @ Hwy 401E Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Puslinch,Puslinch,DET1629,,16.43767848,17.2941501447973
228,Frederick St @ Edna St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET457,,17.667468065,19.6403573839035
229,Northfield Dr E @ Line 86,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET891,,10.89007714,14.835298269581
230,Weber St N @ Northfield Dr W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1243,,39.52972619,34.8946716090691
231,Westmount Rd W @ Gage Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1307,,12.66261349,16.5115913186993
232,Borden Ave N @ Borden Ave S @ King St E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET653,,17.90285996,20.3497147942406
233,Weber St N @ Forwell Creek Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1274,,7.59195086,12.3381688182813
234,Bridge St W @ University Ave E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1628,,17.048575105,19.0162222168146
235,Myers Rd @ Elgin St S/Cheese Factory Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET857,,23.396460755,25.1749952014046
236,Bridge St W @ Chesapeake Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1619,,20.45962724,23.5219356385916
237,King St E @ Lowther St N/Lowther St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET689,,9.043684585,15.2844220154143
238,Erb St W @ Beechwood Dr/Gateview Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET276,,22.93534571,24.3896781979938
239,Hespeler Rd @ Bishop St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET486,,28.78441853,27.3325825871772
241,Fountain St N @ Maple Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET2047,,3.857512215,7.86750407402026
242,Belmont Ave W @ Glasgow St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET57,,17.038975285,20.0013584176749
243,Fischer-Hallman Rd @ Hwy 7/8 E On/Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET346,,69.56040435,59.0395475234974
244,Courtland Ave E @ Hwy7/8W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET197,,19.67004984,20.838238262538
245,Goebel Ave @ Queen St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1025,,26.920896095,25.0358834670336
246,Victoria St S @ Lawrence Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1150,,26.96198057,25.5359836006453
247,King St N @ Home Depot,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1405,,19.7749795,24.6339712936086
248,Dundas St N @ Elgin St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET231,,19.38766472,33.173752024326
249,Main St @ Chalmers St N/Chalmers St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET787,,15.58927949,19.9752156563803
250,Weber St E @ Fergus Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1255,,19.9344915,21.5497681183597
252,King St E @ Fairway Rd N/Fairway Rd S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET697,,23.51038724,24.7285260113705
253,Westmount Rd E @ Block Line Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1303,,18.44305477,22.1935324496247
254,Ottawa St S @ Strasburg Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET951,,18.31037918,20.8986268458083
255,Cedar St @ Drew Ave/Southwood Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET105,,19.394457805,23.2823536193516
256,Albert St @ Columbia St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET151,,18.06364568,19.7799588912325
257,Sportsworld Dr @ Sportsworld Crossing,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1447,,29.454695265,31.6743332084836
258,King St N @ Wyman Rd/Northland Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET707,,23.01253593,25.745727851505
259,King St E @ Lowther St N/Lowther St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET688,,21.838835625,22.7457478086362
260,Victoria St N @ Lackner Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET762,,23.536806785,23.1288025236141
261,Weber St N @ Benjamin Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1264,,33.14010153,32.1574620200395
262,Davenport Rd @ Lexington Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET208,,50.690374195,48.6225431226553
263,Edna St @ Hwy 85,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET251,,26.1809596,28.4481852075765
264,King St N @ Hwy 85/Martin Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1413,,62.567220515,54.777172914978
265,Fischer-Hallman Rd @ Ottawa St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET955,,28.48701939,34.6331495287653
266,Homer Watson Blvd @ Bleams Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET584,,20.696649755,24.0757607397901
267,Arthur St S @ Oriole Pky W/Oriole Pky E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Elmira,Woolwich,DET30,,9.444517965,14.9941143061697
268,Weber St N @ University Ave E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1238,,14.44247335,19.5333628706118
269,Victoria St S @ Westforest Trail,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1165,,14.77178621,19.2411266095576
270,Weber St N @ Randall Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1216,,22.84221107,26.5159429860262
271,Weber St E/King St E @ Hwy 8W On/Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1490,,14.64739507,19.5645000157781
272,Weber St E @ Fergus Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1254,,24.2001298,23.8307174953361
273,Sportsworld Dr @ Sportsworld Crossing,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1451,,13.98966218,18.1544532137216
274,King St E @ River Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET666,,0.95909033,3.95804701817496
275,King St N @ Columbia St W/Columbia St E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET741,,43.239897295,29.6615500588691
276,Sportsworld Dr @ Sportsworld Crossing,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1446,,27.34440969,31.548433115625
277,Fountain St N @ Toyota (South Entrance),,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1362,,21.74140603,25.9939633896415
278,Maple Grove Rd @ Cherry Blossom Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET807,,17.734006835,19.104672922285
279,Bruce St @ Hwy 85,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1532,,9.88258596,12.5872239243174
280,Fischer-Hallman Rd @ Glasgow St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET339,,16.649834695,20.5032834207885
282,Bridge St W @ Lexington Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1639,,33.89796643,30.2657733247847
283,Homer Watson Blvd @ Bleams Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET586,,19.61826228,20.3534893373889
284,Hespeler Rd @ Hwy 401 W off,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET4449,,37.933298365,32.606355402174
285,Erb St W @ Beechwood Dr/Gateview Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET274,,29.94075382,26.2482675331351
286,Hespeler Rd @ 480 Hespeler Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET519,,16.99255436,20.044447148175
287,Farmer's Market Rd @ 335 Farmer's Market Rd @ 100-300 Farmer's Market Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET326,,34.30431436,32.1148368788977
290,King St E @ Eagle St N/Eagle St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET680,,21.50843733,22.2000320729047
291,Hespeler Rd @ Langs Dr/Sheldon Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET510,,27.74096062,26.5865106823036
293,Fischer-Hallman Rd S @ University Ave W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1091,,19.29205803,23.0014400327768
294,Conestoga Blvd @ Dunbar Rd @ Lena Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET158,,22.593807395,25.7936572982282
297,Water St N @ Park Hill Rd W/Park Hill Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1189,,4.105987605,8.76102511994996
299,University Ave W @ Erb St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET270,,12.57703181,16.3219097627342
300,Fountain St N @ ATS/Cowan Driveway,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1356,,24.01431711,25.2808755021104
301,Fischer-Hallman Rd @ Activa Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET343,,11.88531443,15.2149920076261
302,Westmount Rd E @ Ottawa St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1526,,23.380352595,22.6369035225708
303,Ira Needles Blvd @ Lifestyle Way,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET634,,20.345183375,24.5324125268232
304,Dumfries Rd @ Cedar Creek Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET216,,30.601640205,33.0740739947437
305,King St E @ Sportsworld Crossing Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1543,,13.694848765,17.411032958767
306,University Ave E @ Marsland Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1110,,26.14758572,24.9059102025216
307,Conestoga Blvd @ Dunbar Rd @ Lena Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET157,,21.38929833,25.2089258209546
308,King St E @ Bishop St N/Bishop St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET652,,26.097631475,26.4869325564162
309,Water St S @ Myers Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1202,,29.987282665,33.6242764469645
310,Fischer-Hallman Rd @ Westmount Rd E/Max Becker Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1349,,16.95840922,21.1202609903414
311,Fischer-Hallman Rd @ Ottawa St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET959,,24.961024555,22.6926035285315
312,Main St @ Chalmers St N/Chalmers St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET2847,,11.82547415,16.8837659230398
315,Courtland Ave E @ Overland Dr/Hwy 7/8E On/Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET192,,18.8098796,24.914724331104
316,Victoria St N @ Fountain St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Breslau,Woolwich,DET392,,23.48001199,27.3297915546078
317,Victoria St S @ Belmont Ave W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1175,,23.06871954,23.8867400241204
318,Hespeler Rd @ Can-Amera Pky,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1391,,16.375215075,19.8657545983925
319,Fischer-Hallman Rd @ Westmount Rd E/Max Becker Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1348,,18.33636666,22.1623013138461
322,King St E @ Concession Rd/Blue Heron Ridge,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET182,,15.9611695,18.8114301552232
323,Bearinger Rd @ Parkside Dr @ Wes Graham Way,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET44,,14.82789807,17.4661006632525
324,Myers Rd @ Christopher Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET854,,19.46073213,22.0407630738014
325,Weber St N @ Columbia St E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1212,,11.94549697,14.7012249104261
326,Erbsville Rd @ Laurelwood Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET284,,20.97216749,24.29682734783
327,Columbia St W @ Hagey Blvd @ North Campus Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET143,,24.813732565,23.049956565481
328,Dumfries Rd @ Cedar Creek Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET215,,35.597965065,39.0275399472186
329,Northfield Dr E @ Line 86,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET3648,,1.64431349,5.13360045425336
330,Weber St E @ Kinzie Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1225,,13.66239934,17.4892353697302
331,University Ave W @ Hazel St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1097,,30.00426766,28.7274714235701
332,Ottawa St S @ International Pl/Wilderness Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET976,,16.99877478,21.2794398653423
334,University Ave E @ Dale Cres/Lincoln Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1589,,30.283085055,25.523833639469
337,Hoffman St @ Homer Watson Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET589,,23.956950815,30.0031623288925
338,Victoria St S @ Westforest Trail/Eastforest Trail,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1159,,13.48137908,18.4878497445065
339,Main St @ Elgin St N/Elgin St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET791,,8.072785635,12.2106295092364
340,Fischer-Hallman Rd @ Ottawa St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET967,,5.891234685,10.6004160776446
341,Bridgeport Rd E @ Regina St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1579,,7.93733695,11.7354802799471
342,Westmount Rd W @ Chopin Dr/Brybeck Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1315,,19.5047278,21.0853740231085
344,Weber St E/King St E @ Hwy 8W On/Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1492,,16.515304895,20.6235272603682
345,Columbia St W @ Hazel St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET135,,22.889338985,24.1848773380583
